CV1	CV2	free energy (kJ/mol)
-1.02	1.043	42.574843615326586
-0.96	1.043	44.84649352195658
-0.9000000000000001	1.043	47.90974505181815
-0.84	1.043	43.669897538932254
-0.78	1.043	39.66215104938356
-0.7200000000000001	1.043	39.038699773151755
-0.6600000000000001	1.043	41.84151136950655
-0.6000000000000001	1.043	46.87487864569904
-0.54	1.043	49.53459993829299
-0.4800000000000001	1.043	52.22776350024403
-0.4200000000000001	1.043	52.53040853591735
-0.3600000000000001	1.043	50.693695868777446
-0.3000000000000001	1.043	48.933958373785536
-0.24000000000000007	1.043	47.40213126290259
-0.1800000000000001	1.043	44.93466563413318
-0.12000000000000012	1.043	42.976492727795645
-0.0600000000000001	1.043	41.446255207257934
-1.1102230246251563e-16	1.043	38.15014588763972
0.05999999999999989	1.043	36.04691572790186
0.11999999999999988	1.043	36.39670359925941
0.17999999999999988	1.043	36.593069191250045
0.23999999999999988	1.043	35.656966368480525
0.2999999999999999	1.043	35.1499198371785
0.3599999999999999	1.043	36.11115383423368
0.41999999999999993	1.043	38.282886584075634
0.4799999999999999	1.043	38.65408554170615
0.5399999999999998	1.043	37.91842907439829
0.5999999999999999	1.043	35.77888139282863
0.6599999999999999	1.043	35.27552727096215
0.72	1.043	36.221307206906864
0.7799999999999998	1.043	37.92358251293992
0.8399999999999999	1.043	38.48804192718736
0.8999999999999998	1.043	37.95360763739046
0.9599999999999999	1.043	37.77822747518839
1.0199999999999998	1.043	37.2311132989437
1.0799999999999998	1.043	36.62777366215855
1.14	1.043	36.4045033466225
1.1999999999999995	1.043	38.173154850135006
1.2599999999999998	1.043	40.15455922962751
1.3199999999999998	1.043	41.52310400320079
1.38	1.043	42.43879405491276
1.44	1.043	42.64602162061877
1.4999999999999998	1.043	43.055740784626686
1.5599999999999998	1.043	43.111166819381125
1.62	1.043	41.409276894427435
1.6799999999999995	1.043	40.123753991332826
1.7399999999999998	1.043	40.30522950863621
1.7999999999999998	1.043	40.76773949411988
1.86	1.043	41.813090383257695
1.92	1.043	42.642626205409016
1.98	1.043	41.24892702633228
2.04	1.043	39.864683129763804
2.1	1.043	38.90220811783232
2.16	1.043	40.02304517049433
2.22	1.043	43.028984122247394
2.28	1.043	45.01246393932878
2.34	1.043	46.72175677327965
2.4	1.043	48.98277485014336
2.46	1.043	50.991030941013456
2.52	1.043	55.35057107384852
2.58	1.043	63.1131633732788
2.64	1.043	inf
2.7	1.043	inf
2.76	1.043	inf
2.82	1.043	inf
2.88	1.043	inf
2.94	1.043	inf
3.0	1.043	inf
-3.0	1.0595	inf
-2.94	1.0595	inf
-2.88	1.0595	inf
-2.82	1.0595	inf
-2.76	1.0595	inf
-2.7	1.0595	inf
-2.64	1.0595	inf
-2.58	1.0595	inf
-2.52	1.0595	inf
-2.46	1.0595	inf
-2.4	1.0595	inf
-2.34	1.0595	inf
-2.28	1.0595	inf
-2.22	1.0595	inf
-2.16	1.0595	inf
-2.1	1.0595	83.08716939984996
-2.04	1.0595	70.99628283990721
-1.98	1.0595	62.477832657098645
-1.92	1.0595	57.48451294356977
-1.86	1.0595	55.71824633502801
-1.8	1.0595	56.20996946242737
-1.74	1.0595	58.21907162187445
-1.6800000000000002	1.0595	59.48405389465793
-1.62	1.0595	54.22789972250676
-1.56	1.0595	50.40833665859319
-1.5	1.0595	49.71239933809969
-1.44	1.0595	51.90725183285392
-1.38	1.0595	51.897298535263005
-1.32	1.0595	48.52063491708719
-1.26	1.0595	45.81441484012647
-1.2000000000000002	1.0595	45.48459832005784
-1.14	1.0595	47.38345253361482
-1.08	1.0595	45.71843808995644
-1.02	1.0595	44.84345679991137
-0.96	1.0595	47.11310282403257
-0.9000000000000001	1.0595	50.14742493967868
-0.84	1.0595	45.64125517212842
-0.78	1.0595	41.603114319083325
-0.7200000000000001	1.0595	40.98538309859449
-0.6600000000000001	1.0595	43.81659963149109
-0.6000000000000001	1.0595	48.967295653663975
-0.54	1.0595	51.73280734751103
-0.4800000000000001	1.0595	54.4897372770433
-0.4200000000000001	1.0595	54.79738526103921
-0.3600000000000001	1.0595	52.93655911702117
-0.3000000000000001	1.0595	51.205842833983176
-0.24000000000000007	1.0595	49.72769610077389
-0.1800000000000001	1.0595	47.01904446250361
-0.12000000000000012	1.0595	44.77192230804671
-0.0600000000000001	1.0595	42.900003694723424
-1.1102230246251563e-16	1.0595	39.08707564741808
0.05999999999999989	1.0595	36.776949580045645
0.11999999999999988	1.0595	37.05368284881315
0.17999999999999988	1.0595	37.43098660023749
0.23999999999999988	1.0595	36.410768077810765
0.2999999999999999	1.0595	35.80171376794135
0.3599999999999999	1.0595	36.95993746612461
0.41999999999999993	1.0595	39.35520349790095
0.4799999999999999	1.0595	39.600977311825964
0.5399999999999998	1.0595	38.8646833028592
0.5999999999999999	1.0595	36.667946237925655
0.6599999999999999	1.0595	36.128924956648845
0.72	1.0595	37.007834370925686
0.7799999999999998	1.0595	38.72866218098739
0.8399999999999999	1.0595	39.32407126069603
0.8999999999999998	1.0595	38.71305377392347
0.9599999999999999	1.0595	38.37359272033123
1.0199999999999998	1.0595	37.711127586633886
1.0799999999999998	1.0595	36.9314046627766
1.14	1.0595	36.60185367404234
1.1999999999999995	1.0595	38.34572160135016
1.2599999999999998	1.0595	40.5178203949604
1.3199999999999998	1.0595	42.16886195865667
1.38	1.0595	43.20815389275836
1.44	1.0595	43.26397712518679
1.4999999999999998	1.0595	43.3288988741058
1.5599999999999998	1.0595	43.18959769956452
1.62	1.0595	41.558748298853054
1.6799999999999995	1.0595	40.34622859962869
1.7399999999999998	1.0595	40.613608783940165
1.7999999999999998	1.0595	41.21954839284684
1.86	1.0595	42.11833887074975
1.92	1.0595	42.478734742559915
1.98	1.0595	40.98700601648204
2.04	1.0595	39.782512069541696
2.1	1.0595	38.91023123761244
2.16	1.0595	40.010947359468005
2.22	1.0595	42.490069337892805
2.28	1.0595	43.59147500709249
2.34	1.0595	45.0998728941573
2.4	1.0595	47.457974550176
2.46	1.0595	49.62742162468758
2.52	1.0595	53.99824829680785
2.58	1.0595	61.724438535127994
2.64	1.0595	93.26104772688328
2.7	1.0595	inf
2.76	1.0595	inf
2.82	1.0595	inf
2.88	1.0595	inf
2.94	1.0595	inf
3.0	1.0595	inf
-3.0	1.076	inf
-2.94	1.076	inf
-2.88	1.076	inf
-2.82	1.076	inf
-2.76	1.076	inf
-2.7	1.076	inf
-2.64	1.076	inf
-2.58	1.076	inf
-2.52	1.076	inf
-2.46	1.076	inf
-2.4	1.076	inf
-2.34	1.076	inf
-2.28	1.076	inf
-2.22	1.076	inf
-2.16	1.076	inf
-2.1	1.076	inf
-2.04	1.076	inf
-1.98	1.076	77.42420195624824
-1.92	1.076	68.29982031805561
-1.86	1.076	62.696040241035526
-1.8	1.076	60.55455894515596
-1.74	1.076	61.73011234417758
-1.6800000000000002	1.076	62.44300224888126
-1.62	1.076	56.94847834316082
-1.56	1.076	53.09657084056456
-1.5	1.076	52.44453675369452
-1.44	1.076	54.95182947962235
-1.38	1.076	54.99744929546696
-1.32	1.076	51.18160173662608
-1.26	1.076	48.20954737738244
-1.2000000000000002	1.076	47.79254284824735
-1.14	1.076	49.780400840729854
-1.08	1.076	48.25653494570209
-1.02	1.076	47.38182735687178
-0.96	1.076	49.705650338309525
-0.9000000000000001	1.076	52.72023357260902
-0.84	1.076	47.88179627716448
-0.78	1.076	43.81106192661833
-0.7200000000000001	1.076	43.19543430623129
-0.6600000000000001	1.076	46.05060605690558
-0.6000000000000001	1.076	51.36938998287805
-0.54	1.076	54.482020295654735
-0.4800000000000001	1.076	57.45560757858885
-0.4200000000000001	1.076	57.44962275575156
-0.3600000000000001	1.076	55.47642950990518
-0.3000000000000001	1.076	53.76839850779668
-0.24000000000000007	1.076	52.310245320244526
-0.1800000000000001	1.076	49.25398344378536
-0.12000000000000012	1.076	46.730891529885454
-0.0600000000000001	1.076	44.49240571023394
-1.1102230246251563e-16	1.076	40.18591248069404
0.05999999999999989	1.076	37.66581739839821
0.11999999999999988	1.076	37.839268862076125
0.17999999999999988	1.076	38.43802205418508
0.23999999999999988	1.076	37.34322861614714
0.2999999999999999	1.076	36.6191225860015
0.3599999999999999	1.076	37.95080520588696
0.41999999999999993	1.076	40.59511245118688
0.4799999999999999	1.076	40.74798905365645
0.5399999999999998	1.076	40.0307615672329
0.5999999999999999	1.076	37.80007466446947
0.6599999999999999	1.076	37.22443365415069
0.72	1.076	38.03246344648664
0.7799999999999998	1.076	39.76520904207953
0.8399999999999999	1.076	40.38743570069824
0.8999999999999998	1.076	39.711104580781445
0.9599999999999999	1.076	39.216608178900046
1.0199999999999998	1.076	38.44633143963173
1.0799999999999998	1.076	37.49004467532319
1.14	1.076	37.061738932358
1.1999999999999995	1.076	38.76049007565851
1.2599999999999998	1.076	41.05549940423736
1.3199999999999998	1.076	42.96174863981243
1.38	1.076	44.04030909149207
1.44	1.076	43.878221489756335
1.4999999999999998	1.076	43.628373144588075
1.5599999999999998	1.076	43.28567691067183
1.62	1.076	41.84676104224046
1.6799999999999995	1.076	40.7762258939872
1.7399999999999998	1.076	41.075992015884246
1.7999999999999998	1.076	41.728806368706735
1.86	1.076	42.44625415709087
1.92	1.076	42.429596942444846
1.98	1.076	40.8788980012833
2.04	1.076	39.82508657878963
2.1	1.076	39.01162883892076
2.16	1.076	40.00804856062397
2.22	1.076	41.817837224331406
2.28	1.076	42.25311916252887
2.34	1.076	43.579351076870026
2.4	1.076	45.99091669942691
2.46	1.076	48.3224357491327
2.52	1.076	52.718112240319165
2.58	1.076	60.39384151570282
2.64	1.076	77.68979520748114
2.7	1.076	92.69037741549667
2.76	1.076	135.05936183203946
2.82	1.076	143.55168673118425
2.88	1.076	inf
2.94	1.076	inf
3.0	1.076	inf
-3.0	1.0925	inf
-2.94	1.0925	inf
-2.88	1.0925	inf
-2.82	1.0925	inf
-2.76	1.0925	inf
-2.7	1.0925	inf
-2.64	1.0925	inf
-2.58	1.0925	inf
-2.52	1.0925	inf
-2.46	1.0925	inf
-2.4	1.0925	inf
-2.34	1.0925	inf
-2.28	1.0925	inf
-2.22	1.0925	inf
-2.16	1.0925	inf
-2.1	1.0925	inf
-2.04	1.0925	inf
-1.98	1.0925	inf
-1.92	1.0925	inf
-1.86	1.0925	inf
-1.8	1.0925	inf
-1.74	1.0925	inf
-1.6800000000000002	1.0925	106.30752032348636
-1.62	1.0925	94.89700385339401
-1.56	1.0925	87.07833501050173
-1.5	1.0925	73.93848550169741
-1.44	1.0925	64.63408909975358
-1.38	1.0925	58.4247170574752
-1.32	1.0925	54.11009639777536
-1.26	1.0925	50.95719478405881
-1.2000000000000002	1.0925	50.43572724532834
-1.14	1.0925	52.5522728681746
-1.08	1.0925	51.1943622939106
-1.02	1.0925	50.26947035667608
-0.96	1.0925	52.63596344201533
-0.9000000000000001	1.0925	55.6115015917969
-0.84	1.0925	50.41999055569836
-0.78	1.0925	46.33154353337802
-0.7200000000000001	1.0925	45.742994036532174
-0.6600000000000001	1.0925	48.694889922132056
-0.6000000000000001	1.0925	54.28213722514506
-0.54	1.0925	57.34819125522771
-0.4800000000000001	1.0925	60.35910959348958
-0.4200000000000001	1.0925	60.58143003310817
-0.3600000000000001	1.0925	59.00389186544789
-0.3000000000000001	1.0925	57.6112430018138
-0.24000000000000007	1.0925	56.054017149510734
-0.1800000000000001	1.0925	51.87450337334741
-0.12000000000000012	1.0925	48.951239415093525
-0.0600000000000001	1.0925	46.25330788973577
-1.1102230246251563e-16	1.0925	41.455745214428234
0.05999999999999989	1.0925	38.71671589398056
0.11999999999999988	1.0925	38.76989536346501
0.17999999999999988	1.0925	39.61923069594137
0.23999999999999988	1.0925	38.46853137011148
0.2999999999999999	1.0925	37.62649753243876
0.3599999999999999	1.0925	39.10060480926966
0.41999999999999993	1.0925	42.004197685289775
0.4799999999999999	1.0925	42.10129363893461
0.5399999999999998	1.0925	41.42324203061528
0.5999999999999999	1.0925	39.18124288781853
0.6599999999999999	1.0925	38.567528831990856
0.72	1.0925	39.30232959777365
0.7799999999999998	1.0925	41.04214284819036
0.8399999999999999	1.0925	41.686146190946715
0.8999999999999998	1.0925	40.95245303270865
0.9599999999999999	1.0925	40.31076368616383
1.0199999999999998	1.0925	39.4382716330467
1.0799999999999998	1.0925	38.30647430477428
1.14	1.0925	37.78601026204628
1.1999999999999995	1.0925	39.4230468550002
1.2599999999999998	1.0925	41.78012618547908
1.3199999999999998	1.0925	43.89926109378225
1.38	1.0925	44.94467968026038
1.44	1.0925	44.52645412335116
1.4999999999999998	1.0925	43.96235941642288
1.5599999999999998	1.0925	43.41059786621352
1.62	1.0925	42.257216079832254
1.6799999999999995	1.0925	41.41030897646759
1.7399999999999998	1.0925	41.690217599859594
1.7999999999999998	1.0925	42.239900165647605
1.86	1.0925	42.75451254852404
1.92	1.0925	42.50994640688482
1.98	1.0925	40.92036205741409
2.04	1.0925	39.91909883904314
2.1	1.0925	39.09097407265346
2.16	1.0925	39.88293134958137
2.22	1.0925	41.03398994782473
2.28	1.0925	41.045915333189726
2.34	1.0925	42.21299060116558
2.4	1.0925	44.64237255371594
2.46	1.0925	47.12162111792425
2.52	1.0925	51.548952924502814
2.58	1.0925	59.13558328388161
2.64	1.0925	72.80756605935545
2.7	1.0925	86.26053967034238
2.76	1.0925	131.99648859810355
2.82	1.0925	140.48881349724834
2.88	1.0925	inf
2.94	1.0925	inf
3.0	1.0925	inf
-3.0	1.109	inf
-2.94	1.109	inf
-2.88	1.109	inf
-2.82	1.109	inf
-2.76	1.109	inf
-2.7	1.109	inf
-2.64	1.109	inf
-2.58	1.109	inf
-2.52	1.109	inf
-2.46	1.109	inf
-2.4	1.109	inf
-2.34	1.109	inf
-2.28	1.109	inf
-2.22	1.109	inf
-2.16	1.109	inf
-2.1	1.109	inf
-2.04	1.109	inf
-1.98	1.109	inf
-1.92	1.109	inf
-1.86	1.109	inf
-1.8	1.109	inf
-1.74	1.109	inf
-1.6800000000000002	1.109	109.09546755362364
-1.62	1.109	97.68495108353133
-1.56	1.109	89.86628224063902
-1.5	1.109	85.63946102494668
-1.44	1.109	77.58980478405645
-1.38	1.109	66.21656953902911
-1.32	1.109	58.304980909714494
-1.26	1.109	53.98483410456573
-1.2000000000000002	1.109	53.256533687221385
-1.14	1.109	56.120080897077045
-1.08	1.109	62.5754757341327
-1.02	1.109	inf
-0.96	1.109	72.17144305115646
-0.9000000000000001	1.109	60.933227248279245
-0.84	1.109	53.22164030412607
-0.78	1.109	49.06383596500802
-0.7200000000000001	1.109	48.472001840245376
-0.6600000000000001	1.109	51.44872598575537
-0.6000000000000001	1.109	57.960218365593285
-0.54	1.109	69.07167226352746
-0.4800000000000001	1.109	72.84923899478531
-0.4200000000000001	1.109	69.95413629211264
-0.3600000000000001	1.109	65.09449695758872
-0.3000000000000001	1.109	63.25929256732836
-0.24000000000000007	1.109	60.466228217857434
-0.1800000000000001	1.109	54.83586017264745
-0.12000000000000012	1.109	51.442352986615006
-0.0600000000000001	1.109	48.16159287335012
-1.1102230246251563e-16	1.109	42.89911834984028
0.05999999999999989	1.109	39.93730864236133
0.11999999999999988	1.109	39.86680831964237
0.17999999999999988	1.109	40.97749173649852
0.23999999999999988	1.109	39.79944884546738
0.2999999999999999	1.109	38.8468589175927
0.3599999999999999	1.109	40.435462216712395
0.41999999999999993	1.109	43.596797146802416
0.4799999999999999	1.109	43.67256967064332
0.5399999999999998	1.109	43.050216618273424
0.5999999999999999	1.109	40.81616371717928
0.6599999999999999	1.109	40.162645754582016
0.72	1.109	40.82315476339675
0.7799999999999998	1.109	42.56862297886977
0.8399999999999999	1.109	43.23040420191019
0.8999999999999998	1.109	42.44175637749667
0.9599999999999999	1.109	41.659081510601474
1.0199999999999998	1.109	40.688191784272455
1.0799999999999998	1.109	39.38283140232414
1.14	1.109	38.775788076675134
1.1999999999999995	1.109	40.337012873565975
1.2599999999999998	1.109	42.70187938557354
1.3199999999999998	1.109	44.974329324669675
1.38	1.109	45.952253064372925
1.44	1.109	45.25371015730696
1.4999999999999998	1.109	44.32123967614848
1.5599999999999998	1.109	43.58418011428451
1.62	1.109	42.77461743462782
1.6799999999999995	1.109	42.236819307781786
1.7399999999999998	1.109	42.44144017842848
1.7999999999999998	1.109	42.704454694712894
1.86	1.109	43.0220525687584
1.92	1.109	42.707274656804564
1.98	1.109	41.07907230129407
2.04	1.109	39.969807492972905
2.1	1.109	39.02148955637923
2.16	1.109	39.531502866604725
2.22	1.109	40.19720384020541
2.28	1.109	39.99662238146996
2.34	1.109	41.028378698800026
2.4	1.109	43.452253837828046
2.46	1.109	46.07930734959536
2.52	1.109	50.55184690069824
2.58	1.109	58.022441461003226
2.64	1.109	69.85124605045249
2.7	1.109	82.50010113949709
2.76	1.109	100.1068806501395
2.82	1.109	137.69757374011945
2.88	1.109	inf
2.94	1.109	inf
3.0	1.109	inf
-3.0	1.1255	inf
-2.94	1.1255	inf
-2.88	1.1255	inf
-2.82	1.1255	inf
-2.76	1.1255	inf
-2.7	1.1255	inf
-2.64	1.1255	inf
-2.58	1.1255	inf
-2.52	1.1255	inf
-2.46	1.1255	inf
-2.4	1.1255	inf
-2.34	1.1255	inf
-2.28	1.1255	inf
-2.22	1.1255	inf
-2.16	1.1255	inf
-2.1	1.1255	inf
-2.04	1.1255	inf
-1.98	1.1255	inf
-1.92	1.1255	inf
-1.86	1.1255	inf
-1.8	1.1255	inf
-1.74	1.1255	inf
-1.6800000000000002	1.1255	inf
-1.62	1.1255	inf
-1.56	1.1255	inf
-1.5	1.1255	inf
-1.44	1.1255	inf
-1.38	1.1255	inf
-1.32	1.1255	inf
-1.26	1.1255	inf
-1.2000000000000002	1.1255	inf
-1.14	1.1255	inf
-1.08	1.1255	inf
-1.02	1.1255	inf
-0.96	1.1255	inf
-0.9000000000000001	1.1255	inf
-0.84	1.1255	inf
-0.78	1.1255	91.02208917311268
-0.7200000000000001	1.1255	80.67886855601712
-0.6600000000000001	1.1255	73.9274922200492
-0.6000000000000001	1.1255	70.76790888895624
-0.54	1.1255	71.19916703058857
-0.4800000000000001	1.1255	75.2036609059007
-0.4200000000000001	1.1255	82.44908108048246
-0.3600000000000001	1.1255	86.93385555439532
-0.3000000000000001	1.1255	73.7703024923627
-0.24000000000000007	1.1255	64.06683974626891
-0.1800000000000001	1.1255	57.52928766220392
-0.12000000000000012	1.1255	54.042140506389366
-0.0600000000000001	1.1255	50.21364894739826
-1.1102230246251563e-16	1.1255	44.51139656728722
0.05999999999999989	1.1255	41.325440638818336
0.11999999999999988	1.1255	41.137965355640446
0.17999999999999988	1.1255	42.51848074018494
0.23999999999999988	1.1255	41.35105000753557
0.2999999999999999	1.1255	40.29508805155879
0.3599999999999999	1.1255	41.9690608036458
0.41999999999999993	1.1255	45.38287925778342
0.4799999999999999	1.1255	45.47171362146658
0.5399999999999998	1.1255	44.91666989603436
0.5999999999999999	1.1255	42.70803575185237
0.6599999999999999	1.1255	42.01178178711782
0.72	1.1255	42.59663440011431
0.7799999999999998	1.1255	44.34194034503345
0.8399999999999999	1.1255	45.01727598778917
0.8999999999999998	1.1255	44.181395688145834
0.9599999999999999	1.1255	43.2637055322128
1.0199999999999998	1.1255	42.196492177509214
1.0799999999999998	1.1255	40.72038742591539
1.14	1.1255	40.0314597815782
1.1999999999999995	1.1255	41.504504210673474
1.2599999999999998	1.1255	43.830258963480375
1.3199999999999998	1.1255	46.17555990546401
1.38	1.1255	47.05084974310789
1.44	1.1255	46.015853175186045
1.4999999999999998	1.1255	44.66499618208861
1.5599999999999998	1.1255	43.826341033635714
1.62	1.1255	43.39064666835699
1.6799999999999995	1.1255	43.23539628766287
1.7399999999999998	1.1255	43.29743812494184
1.7999999999999998	1.1255	43.10362601164269
1.86	1.1255	43.25331492719043
1.92	1.1255	42.97330056646613
1.98	1.1255	41.29623532051694
2.04	1.1255	39.90786729740858
2.1	1.1255	38.7472284167209
2.16	1.1255	38.94838632491227
2.22	1.1255	39.36331716893972
2.28	1.1255	39.11890609063763
2.34	1.1255	40.03972067797369
2.4	1.1255	42.430645423352026
2.46	1.1255	45.18464658829663
2.52	1.1255	49.69146468443165
2.58	1.1255	56.8998516155694
2.64	1.1255	66.53241666395236
2.7	1.1255	76.525533398058
2.76	1.1255	87.75648001489195
2.82	1.1255	91.063484790742
2.88	1.1255	97.46662025332029
2.94	1.1255	inf
3.0	1.1255	inf
-3.0	1.142	inf
-2.94	1.142	inf
-2.88	1.142	inf
-2.82	1.142	inf
-2.76	1.142	inf
-2.7	1.142	inf
-2.64	1.142	inf
-2.58	1.142	inf
-2.52	1.142	inf
-2.46	1.142	inf
-2.4	1.142	inf
-2.34	1.142	inf
-2.28	1.142	inf
-2.22	1.142	inf
-2.16	1.142	inf
-2.1	1.142	inf
-2.04	1.142	inf
-1.98	1.142	inf
-1.92	1.142	inf
-1.86	1.142	inf
-1.8	1.142	inf
-1.74	1.142	inf
-1.6800000000000002	1.142	inf
-1.62	1.142	inf
-1.56	1.142	inf
-1.5	1.142	inf
-1.44	1.142	inf
-1.38	1.142	inf
-1.32	1.142	inf
-1.26	1.142	inf
-1.2000000000000002	1.142	inf
-1.14	1.142	inf
-1.08	1.142	inf
-1.02	1.142	inf
-0.96	1.142	inf
-0.9000000000000001	1.142	inf
-0.84	1.142	inf
-0.78	1.142	93.33755877995537
-0.7200000000000001	1.142	82.99433816556461
-0.6600000000000001	1.142	76.24295985332387
-0.6000000000000001	1.142	73.08334210403798
-0.54	1.142	73.51396960861301
-0.4800000000000001	1.142	77.50724265688153
-0.4200000000000001	1.142	84.61516690844024
-0.3600000000000001	1.142	89.78534285399363
-0.3000000000000001	1.142	77.10650799248177
-0.24000000000000007	1.142	67.44430029114481
-0.1800000000000001	1.142	60.95008315294911
-0.12000000000000012	1.142	57.47671456844054
-0.0600000000000001	1.142	52.5319370946646
-1.1102230246251563e-16	1.142	46.298956627881125
0.05999999999999989	1.142	42.89920343369252
0.11999999999999988	1.142	42.60726892317418
0.17999999999999988	1.142	44.23669240077783
0.23999999999999988	1.142	43.12999489224433
0.2999999999999999	1.142	41.98375073404978
0.3599999999999999	1.142	43.7219464586245
0.41999999999999993	1.142	47.385208337062416
0.4799999999999999	1.142	47.52823030775331
0.5399999999999998	1.142	47.071188150505925
0.5999999999999999	1.142	44.8949423310278
0.6599999999999999	1.142	44.14388822788978
0.72	1.142	44.64087966217846
0.7799999999999998	1.142	46.3856798132409
0.8399999999999999	1.142	47.08155802442259
0.8999999999999998	1.142	46.185888201157056
0.9599999999999999	1.142	45.12832444447582
1.0199999999999998	1.142	43.964008147116026
1.0799999999999998	1.142	42.32047475685539
1.14	1.142	41.55335159232176
1.1999999999999995	1.142	42.926172663824715
1.2599999999999998	1.142	45.16200621885541
1.3199999999999998	1.142	47.468559102705726
1.38	1.142	48.27015011102243
1.44	1.142	46.814591366285086
1.4999999999999998	1.142	44.98639772968433
1.5599999999999998	1.142	44.15363151305608
1.62	1.142	44.10748179312508
1.6799999999999995	1.142	44.3788480664931
1.7399999999999998	1.142	44.21356579804955
1.7999999999999998	1.142	43.464190629773846
1.86	1.142	43.468347932644654
1.92	1.142	43.21272639140006
1.98	1.142	41.49830615228917
2.04	1.142	39.74223818768344
2.1	1.142	38.32790473896641
2.16	1.142	38.222553429791375
2.22	1.142	38.5708657717295
2.28	1.142	38.415881243140106
2.34	1.142	39.24367624942551
2.4	1.142	41.5538019871942
2.46	1.142	44.387016756641366
2.52	1.142	48.89578141247668
2.58	1.142	55.675281185672056
2.64	1.142	63.81589281272996
2.7	1.142	73.30541168515822
2.76	1.142	82.05505669105088
2.82	1.142	87.11738283324219
2.88	1.142	94.47124382271218
2.94	1.142	inf
3.0	1.142	inf
-3.0	1.1585	inf
-2.94	1.1585	inf
-2.88	1.1585	inf
-2.82	1.1585	inf
-2.76	1.1585	inf
-2.7	1.1585	inf
-2.64	1.1585	inf
-2.58	1.1585	inf
-2.52	1.1585	inf
-2.46	1.1585	inf
-2.4	1.1585	inf
-2.34	1.1585	inf
-2.28	1.1585	inf
-2.22	1.1585	inf
-2.16	1.1585	inf
-2.1	1.1585	inf
-2.04	1.1585	inf
-1.98	1.1585	inf
-1.92	1.1585	inf
-1.86	1.1585	inf
-1.8	1.1585	inf
-1.74	1.1585	inf
-1.6800000000000002	1.1585	inf
-1.62	1.1585	inf
-1.56	1.1585	inf
-1.5	1.1585	inf
-1.44	1.1585	inf
-1.38	1.1585	inf
-1.32	1.1585	inf
-1.26	1.1585	inf
-1.2000000000000002	1.1585	inf
-1.14	1.1585	inf
-1.08	1.1585	inf
-1.02	1.1585	inf
-0.96	1.1585	inf
-0.9000000000000001	1.1585	inf
-0.84	1.1585	inf
-0.78	1.1585	95.92466186360512
-0.7200000000000001	1.1585	85.58144124921434
-0.6600000000000001	1.1585	78.83005976512352
-0.6000000000000001	1.1585	75.67038698615363
-0.54	1.1585	76.10000561846712
-0.4800000000000001	1.1585	80.07507591913587
-0.4200000000000001	1.1585	86.92824779712748
-0.3600000000000001	1.1585	94.0553510834051
-0.3000000000000001	1.1585	100.75817418587644
-0.24000000000000007	1.1585	86.20540396993891
-0.1800000000000001	1.1585	76.55556254831241
-0.12000000000000012	1.1585	64.62613999146772
-0.0600000000000001	1.1585	54.986518718302285
-1.1102230246251563e-16	1.1585	48.26405688720056
0.05999999999999989	1.1585	44.678438575933114
0.11999999999999988	1.1585	44.3032207507176
0.17999999999999988	1.1585	46.18765987819091
0.23999999999999988	1.1585	45.18553635758204
0.2999999999999999	1.1585	43.95969083824002
0.3599999999999999	1.1585	45.78998727110041
0.41999999999999993	1.1585	49.72368096216032
0.4799999999999999	1.1585	49.814400698015845
0.5399999999999998	1.1585	49.409201358781374
0.5999999999999999	1.1585	47.298543796896695
0.6599999999999999	1.1585	46.520679251641255
0.72	1.1585	46.95454670094493
0.7799999999999998	1.1585	48.693095702357056
0.8399999999999999	1.1585	49.39378520556792
0.8999999999999998	1.1585	48.44496639749632
0.9599999999999999	1.1585	47.253143082403135
1.0199999999999998	1.1585	45.99194076353864
1.0799999999999998	1.1585	44.18491178669949
1.14	1.1585	43.34194615201488
1.1999999999999995	1.1585	44.602785456605794
1.2599999999999998	1.1585	46.69784079705166
1.3199999999999998	1.1585	48.835399068080136
1.38	1.1585	49.58200914739287
1.44	1.1585	47.58120522482431
1.4999999999999998	1.1585	45.297388754142666
1.5599999999999998	1.1585	44.578988252442414
1.62	1.1585	44.93763821566472
1.6799999999999995	1.1585	45.63456693987354
1.7399999999999998	1.1585	45.137220405508806
1.7999999999999998	1.1585	43.84097757012274
1.86	1.1585	43.67843213755968
1.92	1.1585	43.28782357730153
1.98	1.1585	41.621589311503946
2.04	1.1585	39.55222906268629
2.1	1.1585	37.87902762421841
2.16	1.1585	37.46847373436263
2.22	1.1585	37.84866341257711
2.28	1.1585	37.88442366543468
2.34	1.1585	38.62890878985005
2.4	1.1585	40.78986845746534
2.46	1.1585	43.62065437416339
2.52	1.1585	48.06502944789424
2.58	1.1585	54.240849525793365
2.64	1.1585	61.23196777770547
2.7	1.1585	70.1529655299365
2.76	1.1585	78.51257203849018
2.82	1.1585	83.74786553822314
2.88	1.1585	91.25486120357009
2.94	1.1585	106.61891849488642
3.0	1.1585	inf
-3.0	1.175	inf
-2.94	1.175	inf
-2.88	1.175	inf
-2.82	1.175	inf
-2.76	1.175	inf
-2.7	1.175	inf
-2.64	1.175	inf
-2.58	1.175	inf
-2.52	1.175	inf
-2.46	1.175	inf
-2.4	1.175	inf
-2.34	1.175	inf
-2.28	1.175	inf
-2.22	1.175	inf
-2.16	1.175	inf
-2.1	1.175	inf
-2.04	1.175	inf
-1.98	1.175	inf
-1.92	1.175	inf
-1.86	1.175	inf
-1.8	1.175	inf
-1.74	1.175	inf
